,business_id,name,city
44503,hvS-3lxc8qwyOUpGBm5sAg,Belleria Pizza & Italian Restaurant,Kent
44504,MSrcYJoM9cNLS9-wfTZX3w,Highland Corner Grill,Madison
44506,G08JhVHKBexdzkezTM1rUQ,BevMo!,Chandler
44513,62ExVeTVOK5Q3U51lCMiqQ,Sun City Express,Las Vegas
44518,qbIiJ7JU1AH3RYMm0Okmkw,Donna Lynn's Pizza,Murrysville
44519,kiWCygxZWFvmviiouHSaWg,Havana Carolina Bakery,Kannapolis
44521,I9Rw9CSZPNKvIYG0gOHOjw,21st Street Coffee And Tea,Pittsburgh
44529,d3FWuqernrvETWjkMaEs4g,Rosetta,Montr̩al
44534,32u4chtkG4fIa52396iOhw,Papa John's Pizza,Las Vegas
44535,bwZqlLj8oYaML3ndlybeDg,Carefree Coffee,Cave Creek
44537,SPDEoJHYJ80vihu0UhGKfQ,Starbucks,Scottsdale
44540,kG4dBv7FYM7y5msCKb-wcg,Bouncy World,Henderson
44547,RJx_V39W3KGO1ORr99NCBw,Mr Roc's Crawfish,Toronto
44551,mGbcBNERCYYCqOsr_RPb8g,Golden Goblet,Monroeville
44552,o5Q2GhnTYWLXpmf71bGx3A,Crested Duck Charcuterie,Pittsburgh
44554,HihKsEdnsCmtMzCmago89g,AA Ozzy Bakery,Mesa
44555,5SANr9BTMVe_-pe3QM3M-g,Tim Horton's,Ajax
44565,Tuoh7MsB14LxG3N8tpQ1xQ,India Bazaar Salon,Tempe
44571,PXShA3JZMXr2mEH3on5clw,Egg Works,Las Vegas
44572,5ZPdD1EZWtUB_EFnIhZnPg,Old Whedon Grille,Hudson
44574,fZDNuuFSnCtcXI3_RAFcSQ,Ozzy's Burgers,Toronto
44575,_d_nkRmQDRRA0oOaxR-W8Q,Stowaway Pub,Stow
44583,UmOXUUbw-76FIPNsE3EoeA,Scratch Kitchen,Toronto
44584,R1IAgKlbsBFcyJMknq8aYg,Graystones Restaurant,Aurora
44589,43JefNxxv-XsKv9GvBselw,Starbucks,Toronto
44593,8L_YZIrQ1Oa4aPY6lxegSQ,Honey Hut,Brecksville
44598,EqC6I25nHI_6Z4eQta_Cbw,Mikes,Laval
44601,xPW11bd1-baT9vMcvMnv-w,Bosa Donuts,Phoenix
44603,QfdcFqAft-M7KSSQZwJ20g,Capri Market & Deli,Phoenix
44606,BEOuTVv5vjbHMrMMXI5pig,Abe's of Scottsdale Deli Restaurant,Scottsdale
44611,kzaI1djbpwOEhCjzLneisA,Dub's Family Grill & Bar,Mesa
44619,RPeYHfnWqbcZgIxt84TcSA,Jacobs Well Water & Ice,Phoenix
44621,16b6StEXMkT0DXn5zcVshw,Pho 88,Toronto
44622,s8IQvo_9kR2E0X7rUaIuHA,Starbucks,Mesa
44624,x9NBDLv7hvpQ1mD43BfRMQ,Rite Aid,Charlotte
44627,i1t1vBPEWkjPVEW9OoDH2A,Pizza Hut,Pittsburgh
44630,eROPfqFhqHh2wDvz-5O9QQ,Ichiban Hibachi Steakhouse & Sushi Bar,Canonsburg
44631,MBpTl3womA9RRX4ruce78w,Chuppa's Marketplace,Cleveland
44634,1xeyFW6daV8jdt3dM1nhqQ,Subway,Champaign
44643,ceMz-Zvx0ldxQfz-tcjI3w,Williams-Sonoma,Las Vegas
44644,Ld_O1Y-To09AhLubcsxwhQ,Warehouse Beverage,Cleveland
44645,9tfw-OEfpF0qC2hSzRks6g,Hair of the Dog,Toronto
44646,3Ya7kCGgS5X62ibV1ZcjCA,Aldi,Charlotte
44648,IL7DQljJfWDtpmKTKDt6qQ,Tea Drops Boba Supplies LV,Las Vegas
44649,UadX71pjUtIDHaR61qTx3w,Tandoor et Grille,Dollard-des-Ormeaux
44653,1SBQZNmv8Q4PUfip-oCJyQ,South St. Burger,Toronto
44655,Sf0VJpVQirhxLpOROJ7I-A,The Coffee Market,Calgary
44658,BRELiCmJjM_QOys1DqXVqA,Cooksville Fish & Chips,Mississauga
44659,VMcUG1dw4ldI_ldA2lGyEA,Kan Zaman,Cleveland
44660,5TPyzmhr3TKyWkPfzm01wA,Fazoli's,Champaign
44662,eugCeDZbUZRoLAlcRFKVNw,Fired Pie,Scottsdale
44664,SVB4wQGko8GNq_EzcjiQDg,Godiva Chocolatier,North York
44666,QQMHSov0KBlBSfb7PXOcXg,Sapporo Japanese Steakhouse,Pittsburgh
44667,lvOOJmJ4y0BLi31Muq3a8w,Flips Restaurant,Brampton
44669,5XKxB6P4cC4K0arn57VBrg,Baskin-Robbins,Peoria
44672,PJqRa0uMRpAPAXpC0Z5a_g,Caf̩ Central Portugais,Montr̩al
44678,UkylJaNbvMENvL61dgwdLg,Emiliano's Mexican Restaurant & Bar,Pittsburgh
44680,oB2_XXYG9c8bgJL9sFP3DQ,Baja Fresh Mexican Grill,Phoenix
44684,6GHVxtMvgn5u6hl9V7Fqjg,Bruster's Ice Cream,Cornelius
44686,HvvmhKDghEYp6jkkCkDAhA,Burger King,Cleveland
44690,l2z3Nq0WPO5jfiM1gAfM2w,Hogs Heaven Barbeque,North Las Vegas
44692,K-4bDKmxXzAouAxB1msRew,Zaxby's Chicken Fingers & Buffalo Wings,Rock Hill
44695,MV4MCTQ4EbhoZ-JseM1x-Q,East End Caf̩,Pittsburgh
44697,YYZGRUCevWS41VZFxp4rrA,Fuddruckers,Tempe
44698,jQNvRWCrB1t66mF861F8Lw,Seven44 Restaurant & Lounge,Toronto
44700,dj0-3EcVVJEO8QJCwKrZyw,Jack in the Box,Tolleson
44702,X3cYjMpEMOntxl9gDe9N2Q,Second Cup,Toronto
44705,GN4bghnFwhdxfiJXFTNEqg,Stetson Scottsdale Bar,Scottsdale
44709,dsf6y5F2digAsVl69VpfeQ,LCBO,Toronto
44711,m6E9QmEyB-X-uTx2IfPG_Q,FoodWise,Chandler
44712,tr7wv-dDSQBdMzEqEJILQA,Cuco's Mexican Fusion,Madison
44713,OHFQfdO7N9nnhNDI4t_sCw,Dilly's Drive-In - Peninsula,Peninsula
44717,uDHZW-ueJm9UxSkuNuVmtQ,Sambino's Pizza,Elyria
44718,r3pcA3Ux25v6RhbeoZWHRA,The Good Egg - McQueen,Gilbert
44723,CGHkIvt_99XHZ6Mc4RhSVQ,Old Time Candy Company,LaGrange
44727,-0QtTRrAMn6DKLZNef3Ojg,Al-Salam Market & Deli,Charlotte
44730,-pG5srxtnRkd1bdIYn78xA,Carlitos Cuban Food,Las Vegas
44732,gteA1_bDN-spzeiJmaBizg,Ram in the Rye,Toronto
44734,Oz4S6OoptmKAZfGBsa5x9g,Rocco's Plum Tomato,Etobicoke
44735,oD6-YmPo5xDR8XrDF9gbZQ,ALAN Shish Kebab,Toronto
44738,cBpQ24_CQxZq2F3GRp35zQ,Happy BBQ,Markham
44739,-q6tWH0IvXGtZx6U5E_9yg,Green Mango,Toronto
44746,e0Wa-Y91053yd7okv-9_-A,Smuggler's Inn,Calgary
44749,3E4OHBT3v6WPACHqF_w22A,Starbucks,Montr̩al
44754,EpHt7fp2KiXfScYlUHF8SQ,Hinsons Drive-In,Matthews
44756,K7j0BqmmN6ZEZ4BHIgUcng,GetGo from Giant Eagle,Pittsburgh
44759,Rih4ADNS9kZXZS5C6Zqo8Q,Domino's Pizza,Broadview Heights
44764,-hn7E7b3VwRjwhNEDgmGIQ,Two Hippies Breakfast Joint,Phoenix
44765,daLsASi-J8zee8cpZSnqjQ,Eribertos Mexican Food,Phoenix
44768,FaqxyGwjjr4w7zKcc9QqGA,DaiLo,Toronto
44776,2QFXPtto9n7BGv2pfnek0w,William J. Walter,Montr̩al
44779,-JKp9ykFyhswkIQ6XhhJOQ,Teranga African Bar & Restaurant,Toronto
44784,j1z7aa7GFf-a1kW9_OUYuA,Matty G's Steakburgers,Mesa
44786,EBVegXKWCu5AOWox7gnU5w,La Taqueria Mexicaine,Montr̩al
44789,hS9OfXz1MQSv9cZizKRRPg,Sun Devil Liquors,Mesa
44790,9JTkh1D7u9fRBohglQRL0w,Phoenix All-stars Sports Bar & Grill,Phoenix
44791,aVtsHIXy-Q-Swf3LtYGNXQ,Thai Suan Thip,Cecil
44793,GM5rSSrYzw8qpbWD-nM0lA,Subway,Mesa
44795,VGWEpMEkzQopS5lUNd06Sw,Miller's Ale House - Las Vegas,Las Vegas
44801,hKeUxD6hmx2gtW5TYXp1cQ,McDonald's,Maple
44802,FwzHM6DbuRSOMPYwT0wXVg,Cake One,Richmond Hill
44807,mFhZWgCJWFv9e7-X0TN0hg,Laura Secord,Toronto
44811,29RNXn9kulOJ_R_UfGVNUQ,Quick Trip,Chandler
44812,6SfNZP1oqiQV1AYLK9A8WA,Long Wong's,Phoenix
44813,KsaVx2E63ZMXUQfrxcp_XQ,Mr. Chestnut,Markham
44817,wLCFUsUWF3hhGKdHA3BqaA,Lee's Discount Liquor,Las Vegas
44824,LDhN6xxOvvC0aQEo6jyO3g,Filippo's Pizza & Italian Food,Monticello
44827,rQ9qBma0ol5N5O_sOZ-l8w,Goodman's Sandwich Inn,Cleveland
44830,-fJ8qqZN4wg2o2VoRlYfAw,Size Up Supplements Las Vegas,Las Vegas
44838,makqSKZaz1aUipoWBW0BsA,The Westin Las Vegas Hotel & Spa,Las Vegas
44840,jH--WJWy_2REiw445Le6IA,Bubble Tease,Montr̩al
44841,4S07UnBORgzvHWAGbLe7Sg,Le Colbert,Montr̩al
44842,ABlNn6tyCTfjiKteYnp53g,Panda Express,North Las Vegas
44852,tE4H7SuEBCdF8O-BMAAB6g,Papa John's Pizza,Pittsburgh
44853,vvA99tqHFMVgHnB7WmhO1w,Sandwich Box,Toronto
44855,9MA7T15gbbcmKz43r_Ad0g,The Corner Bank,Toronto
44856,uGoRiFwSD31bTyIBqVSRlQ,Julioberto's,Peoria
44857,mRMljeCr44acwg7KgS1UUg,Bonanza Indoor Swapmeet,Las Vegas
44859,WJ3QwG9YKvkVkAy-CgZy4g,The Beverley,Toronto
44862,4Qk041pJRyQb2SkEGQiTxw,Sola Cafe,Calgary
44865,bRZVswPPBQ3xDzD5gHKFOg,Stella's Coffee House & Lunch Grotto,Gilbert
44867,z7h3_K5lg3RnYieq04C0Vg,McDonald's,Garfield Heights
44868,VW33YWpe_zPGDEHN0cNQfQ,Power King Restaurant,Markham
44870,pjoVN4XV_QDWoASXsOCZ5Q,The Coffee Bean & Tea Leaf,Las Vegas
44874,crfd5AVZ39VugewuH5A7Vw,Long Tea,Toronto
44877,Vrwc9RPievPfQl4VCReXow,Uno's,Tempe
44879,4VQoX0Nib0B65Pcs3Ih-aA,Saguaro Grille,Carefree
44881,jpH7CNvwkgnSJUbgCA6tBQ,Malton Sweets,Mississauga
44883,G5NIRd3r2AGlqrR5dJwE5A,My Brothers Bagel,Denver
44885,nLBYO2uLPHzZ9pceGmlwNA,Druxy's Famous Deli,Toronto
44892,p5TW1LnrPWYnZr2SNe6aiA,Quaker Steak & Lube,Medina Township
44895,0Fmvi7EnRqQfk_AG1q4JSw,Caribou Coffee,Cleveland
44897,uWAda_nV2DDnhGtRtygWsg,Starbucks,Henderson
44898,eeTQZt5aLtPjBrnPvR1tiQ,Mr D'z Fish House,Las Vegas
44905,XxYA8lFKYGhVpj0z0uXXsw,Juice Bar,Belmont
44912,u-Dst0PsuNvwzB_0o1JXBg,Yi Fang Taiwan Fruit Tea,Toronto
44913,QyiuN41DV7xe8Wc75427Hg,Rosatis Pizza,Surprise
44917,lD_r_Db3E_WTNQUtJE6U7w,PuraTea Water,Phoenix
44918,ajI-NWPHNswiDDTDEtliqg,Blendz Boba Tea Lounge,Glendale
44921,B5WBr_Z0EJKor1psHbcKfA,Myke's Pizza,Mesa
44924,pVVeN1naE-2cWCfWSbgi7Q,Starbucks,Phoenix
44926,ypILNgy7QFskKAdcPKB2RQ,KFC,Rock Hill
44930,RDd00nYInAbNjJEMQpX40w,East Coast Cheese Steaks,Glendale
44933,CZJkmKb9ILiToD8Dhct_UQ,Pick Up Stix,Glendale
44939,Lm6L1iLVooEfzViOxpp00Q,Freak Lunchbox,Calgary
44940,B8cekWp0bHkBUtJbODRoFQ,Nuit de Beyrouth,Laval
44941,1I555FApTVfQA9QR9GyIMg,Greenfield's Deli,Mesa
44945,JcWzvvDWh4RY04tvm1LQzA,McDonald's,Las Vegas
44946,6QIzCTSZfXL3r2mIWn58bQ,Cafe Roma,Tempe
44947,Fp_b-lMvzJOimOnnNsdanA,DQ Grill & Chill Restaurant,Calgary
44948,6PGu-aeUMxL5YVz542-Ulw,Greek Brothers,Vaughan
44950,MiyJTpWv1_mQ5G0A-7L4kA,Strongsville Cafe & Restaurant,Strongsville
44951,bupp2QYvkW9lBzNlr5MlMg,Timothy's World Coffee,Toronto
44953,Sa9CLB_3GOhip2djM7Jp9g,Nova's Bakery,Matthews
44959,wOYcVJCjl9F7EKOe-Vpezg,Caribbean Chophouse,Toronto
44960,zBrm-ejSU0QwDlpFyCs9zQ,Hurricanes Roadhouse Restaurant,Toronto
44964,VoaZRM80ydlYGMGJQ8O1CQ,Restaurant Zibo,Rosemere
44965,-z9IQza32guuRyqF8jxMyQ,Gran Gusto Ristorante,Woodbridge
44968,J2eaZ4o8btjeoTIoAfDqaw,East of Chicago Pizza,Medina
44969,ZVJThf69z1Fu-CYm69_xDA,90 Second Pizzeria,Toronto
44982,ZF5soqrk72fzZJbkHx-fpA,Otago,Montr̩al
44994,PBOt2tttQHkRMuRvto2GPg,Chez Mai Lan,Montr̩al
44999,vuarbVH02GIuZMbyNnimRw,Native New Yorker,Goodyear
45002,sACSJpBOQ4zPtjsv9trf4Q,J & J Czuchraj Meats,Cleveland
45008,OBW5Yw9LVQwe2Bem5oM7ng,Rouge,Brossard
45009,z9SkYzD6RkmsdDw1qq3uXA,Pizza Park,Toronto
45013,K4D60pEZ-9OiwMPjzgQ8Yw,Westcliff Water Store,Las Vegas
45014,Oc8uGKe_Eg4vdECgWWKRKQ,Karizma Hookah Lounge,Las Vegas
45019,dtwgOhP498xDsXv2vmdo7g,Pizza Station,New Eagle
45020,kc8X_4tPF99QK9dAyNKrww,Healthy Chinese Herbs,Phoenix
45021,3s5JI68G2vUhohsIVlGcsA,Yogurty's Froyo,Markham
45025,DIdvV0HZUMZWiYg4OXyGJg,Juliano's Restaurant & Pizzeria,Robinson Twp.
45027,4x8N-KO2TFJFVveefrQiSw,Major Milliken Pub & Eatery,Markham
45033,KFlwmysUsRUOx4-_5PQ8xA,Symposium Cafe Restaurant & Lounge,North York
45034,aqwn3jdQLCWnb59gHK4nAw,The Chicken Shack,Henderson
45037,N8RHOOSrmSra_3fB81-FjQ,Pink Box Doughnuts On The Strip,Las Vegas
45038,_xTuaNX0WRn2hdxmWCgs3w,Little Caesars,Pickering
45044,tN1_mcpulkykiecApuYlTA,Evening Call,Las Vegas
45051,XBQtsSbiMhaA34UQ2Z1ndg,White Oak Restaurant,Calgary
45058,HA9VtwOCvBEYqRxuJfa6Xg,Emperor Hotpot,Markham
45065,wcZYX9ydMJSUnH3KnLYqHw,The Auld Dubliner,Peoria
45066,--g-a85VwrdZJNf0R95GcQ,Kabab House,Phoenix
45067,_IsmLuyEvcKzcBmbMHCCfg,Julioberto's,Phoenix
45069,RDqut1o5n3wuwUZa0CJ3jg,Kingsway Fish & Chips,Etobicoke
45071,Lq4kShxJJSF9diqcnZeb2Q,Wendy's,Toronto
45073,HQMMKfEe3lmtLVXhPWKXRw,Joe's Island Grindz,Las Vegas
45077,Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,Toronto
45082,lXpa2Td7cWTku0KeeKKwrA,Jamba Juice,Las Vegas
45085,G-brkQTtJUeiddCSneHa6Q,Sobeys,Toronto
45087,FUTAQs8NEgpiQUXISaXfLg,Burger King,Savoy
45088,-0mm8pqBSIOYZQHeo8XnkA,Philthy Philly's,Newmarket
45089,Rvj6ryvV1Wf-27UT75soMA,J & M Chinese Cuisine Restaurant,Mesa
45098,i2O5tXByY_m5cSeV3dKu-w,Freshslice Pizza,Toronto
45101,ZcQkBoTtK1bDEo4Np7x0VQ,Chandler BBQ Company,Chandler
45102,ZK4LvZ2n3uD5kR6tp6hsZQ,Chill Haus,Las Vegas
45105,mhzVXVABAyUytXKeGl2-xA,Booster Juice,Mississauga
45113,x2JxsUlVFrcQ3FvK2UR6KA,CraftHaus Brewery,Henderson
45120,nPNWTZRRZx9nBNivg_JlOg,El Tacazo,Phoenix
45121,QeO9D8joKKWSRcxmjwWZKA,Starbucks,Las Vegas
45122,yfMK1YGTDsiD-fE5JJtzWg,Bashas',Phoenix
45123,dlePXNnTweBvUTH3KeMC6w,Hakka Place,Georgetown
45124,vXiyhRwW2j18Zo4SKWdP3A,Dry Bean,Fitchburg
45125,Yl2TN9c23ZGLUBSD9ks5Uw,Byblos,Toronto
45127,J_h3PRl7_6xmOy2C7dvs-Q,Nazca Bar & Grill,Eastlake
45128,rP126e2qFoRX3tmcZ2SWxQ,Ouzeri,Montr̩al
45131,_shbpJu31hqWZ5hhtNJbrA,Bagel Buddy's,Euclid
45132,c37cZL9gCjflmYX-rSgUYw,Soho Restaurant & Bar,Toronto
45134,rvzTN-pW_n7YVQDdjkurOQ,Los Girasoles,Akron
45147,in39cUCMBRjpwxw7qNSOfg,Condado Tacos,Pittsburgh
45149,-grWXL6_ngCGcXp8IbQU0g,Bubby's Bagels,Toronto
45150,vxFrGfeQCtc5AzPKkMHHgA,Holy Guacamole ,Pittsburgh
45153,eJGxuOdOUuQZO8qDtw-OnQ,Lot St.,Toronto
45157,3_HrWm4qrzTN0gAC_CrfTQ,Cr̻pe It Up,Toronto
45158,Z6_gRH_m8FQlKgsNkZKmTg,Lucca,Pittsburgh
45164,5miKZtNEhEspjcN6DN_CEg,Hoven Farms,Calgary
45166,WP2qPWJ4D3zzStq7myUA9A,Subway,Toronto
45175,GIX0QykZTJylgLmynHOU6w,Bottega Bistro,Willoughby
45178,StY7YwMB6MHffOzeiq77Jg,Fancy Taste of China,Calgary
45179,Zuwzb89m5JfOGyPgknSbCQ,Cafe Cinquecento,Toronto
45180,qiJmEKd2z_Oc8UUNCplU4g,La Cr̻perie Bretonne Le Triskell,Montr̩al
45182,0d31NEyTFbx2_J_56DP-JA,Enroute Coffee and Tea House,Goodyear
45186,dJMyDroTtXec1nIuXbeRjw,Boston Pizza,Laval
45187,S-xZzaHeMyMcqf66GAC4wA,Boardwalk Hotel & Casino,Las Vegas
45199,r5bqX3lfRD7X1RHUlpRqfw,Gloucester Bakery,Markham
45202,gYjRq8GabmkUggI1WwjCrw,Firehouse Subs,Chandler
45204,lAqzgJwOQmthdZWpiIcmuQ,Subway,Las Vegas
45208,V3erF_OvXVcp1HgQiRLQ1g,Pizza Hut,Tempe
45212,-FyfimfMvvOcMT7Cr4q2Aw,Chipotle Mexican Grill,Glendale
45214,oTqF5f40xFR30lgUXy489A,Staij & Co Cafe & Pastry Boutique,Toronto
45217,G1wpQtbw-JeSv_3oGW4G3A,Heinen's Grocery Store,Strongsville
45218,IfUPAiF3qMPi27gi-_UZzg,OPA! of Greece North York City Centre,Toronto
45222,iMWmumALrQnHIHRysMhp0w,Ten Ren Tea & Ginseng Company,Calgary
45224,H2liqW-sX-p8N0DZudMPOg,Fry's & Fry's Marketplace,Phoenix
45231,SzTK3GPoFIkb6k322f1Mmw,Red Devil Bistro,Glendale
45236,N8oDIKEa_Vdlmcxb-nRPIw,Starbucks,Mesa
45242,dvMHcBgCdy72ikzEPTr7ag,Market at the Square,Urbana
45246,qGXlDvYxojI2dL4c__Byog,Subway,Boulder City
45248,TITY-kzuk2hLumFrPnVlgA,Funky Munky Cafe,Markham
45249,VEFtI92ux6Q9PwMMrm0T-g,346 Patisserie,Henderson
45254,Srl3TFbOAfa-9_1m_wK6xQ,Nobby's Pizzeria,Pittsburgh
45257,KjjNv4YFzBFnsBh2ncH1Iw,China Tango Bistro,Las Vegas
45258,Vbi7nxQ2lcScEKXYK_zccA,7-Eleven,Woodbridge
45259,pnwUHvTjKAE0_yKnxdGJJA,Rite Aid,Pittsburgh
45263,uEMAAq1O8sV3zPQ0qeYxSQ,Jiu Pin Xiang Chinese Restaurant,Scarborough
45265,q-zZgXKAQFLEgMp9ZNllgQ,Umiya Sushi,Las Vegas
45266,ZKklfxHUlL8_xReUyZfSUQ,Vibo Restaurant,Etobicoke
45268,iFEiMJoEqyB9O8OUNSdLzA,China Garden,Stanley
45273,I9UGWTbalIJovULbb3fzFg,Fry's Marketplace,Surprise
45274,tGoYMqmOUhZsQpdNnbllQQ,Quiznos,Toronto
45275,NMtxUApc4-puhWVtZWcU8g,4th Street Bar & Grill,Cleveland
45278,O4PTRxarItLIvG72eth_ew,LCBO,Aurora
45280,tpAIHSaXCIVOfgWyrXVeUQ,Alfredo's Patisserie,Las Vegas
45283,TA57efJ1C0acoCx5mtLnJg,Chop Chandler,Chandler
45284,p29Y9903sPIKfGkf3KWoyQ,Western Market,Phoenix
45286,Quhi5MypyLsjF9jjlgmwGg,Duckee,Toronto
45287,adbcOhZ54xwjkilzh0FrZg,CAM International Market,North Randall
45288,4kV-Kb5VUdMnKb7NLPmN3Q,Subway,Gilbert
45293,QxDtqW2s5XAxEPbNZtUNrw,Lovely Sweets and restaurant,Calgary
45295,BFzagTyKW_2_mAEuuAOyVg,KYO,Montr̩al
45297,ujnkGDJvDHiq7hT4tl8xxQ,Lee Lee International Supermarket,Peoria
45300,QofXroW2R5FzOzY4TdLTGQ,Morning Glory Coffeehouse,Pittsburgh
45305,0I8kPMnD_EWzGsDU9TGPNg,Paoli Local Foods,Belleville
45306,mHIMBcS1rS77yTW47-77zA,Dinghao Shanghai Bistro,Mesa
45307,lbWXP4CTUFwyEXLGEDJ8yA,Burger King,Pineville
45308,rbj35x4jeuY5Anhmxx-TKg,Wild Wing Cafe,Gastonia
45315,4QBl0ksgIjdr5loP8IVMhQ,Dolce Luna Gelato,Phoenix
45317,zgyiBz-vZg09wx9z3RQHWg,Discount Drug Mart,Cleveland
45320,OC6ak0Ht_FU-uG6uvBTXSg,The Halal Guys,Montr̩al
45323,bjkGcXq-mFnQohq9T2mdHQ,Mbrgr,Toronto
45325,6rv2q1906KMiJTW2QpXv6A,Sushi Maru and Ramen,Markham
45330,KjyLmvNLUY2Q5fHHc7sX9Q,Terrible Herbst,Henderson
45331,X0ihiFGVOnDGIMoVHCdDgA,Shop 'n Save,Pittsburgh
45333,gPa_C5oQRvoiwQU6DuWS8A,Crudo,Scottsdale
45334,gVILTnDFDsVuVdxFVkRK7A,The Captain's Boil,Toronto
45335,FIsikYUtIBJ0BKT_Ig-GhQ,Sonic Drive-In,Phoenix
45337,Fn33de7Ans4x9YD2T7QgAA,Thaiphon,Montr̩al
45339,0yUeVtDItnweZjs6cxP18Q,Del Taco,Gilbert
45341,eOI8wM9EEGzsefVaAF076w,Mi Ga,Las Vegas
45343,8jWuRoHUFCXPdGVIYHTg5g,Great Wall Buffet Two Corporation,Phoenix
45349,U_-j8L1rXbucWWZDLpYAAg,Ali Baba's Middle Eastern Cuisine,Toronto
45350,ms8tG7Co_ELSSGhbOL6HBg,Tokyo One Express,Charlotte
45352,selkC1dzd9aZusu8lE4yNQ,Harvey's Restaurants,Markham
45353,1YeIANv8LhILqUgiRE9QEw,Poulet Rouge Ste-Catherine,Montr̩al
45354,GKDPsY99YNEf48yKRKLPhw,JP Pizzeria,Mississauga
45355,gHVg2CnW8Bw41sKiKi3t3Q,Metro Market,Madison
45359,Oo3X0pVhRe93-eky6MvM4w,Fanattics,Pittsburgh
45362,Lh2Ar375QiUg7Px-LDiYGw,Caribou Coffee,Madison
45363,xkF-0GL_TKkU51xWpItBTQ,Connections,Madison
45367,1V2Ybxav2sWxCeGx-VJQ7Q,Auntie Anne's Pretzels,Strongsville
45371,Rp1mexjL5jkuBvOkEnJPSA,Peking Garden,Aurora
45372,AhD9x2NNFqPvVwmyEZU5Cg,#1 Pho,Middleburg Heights
45376,WnRqXZN_tR058EufqS1kAw,TYC - The Yellow Chilli - By Sanjeev Kapoor,Toronto
45378,RG4NphZCi8Pw6Ei-g6oaqg,Steam Whistle Brewing,Toronto
45380,BY9JxpTr9XAHJcgOMccz1A,Bloor-Jane,Toronto
45381,tOJjTFxKPl69_x-qzegqZA,Le Deli de Fairview,Pointe-Claire
45382,nxzsi2CR4T6AKJi4VIXUpA,Shawarma Corner,Brampton
45384,G3C2obU7HFBZr5y39-MB8Q,Thunderbird Ranch Chevron,Glendale
45386,oXpeB-_B6YSsKEPHmHId0g,Nineveh Restaurant,Peoria
45390,akM4t6P-ssqsRevleyY_Fw,Palace Lunch,Herminie
45394,NhNc7KQVm-eXc5tXCZKdFA,Circle K,Phoenix
45409,yWaNeNZ5_KTIrGXPOzGvAw,Daou,Montr̩al
45412,QCaAoQkiu6qYodoFrTbHAQ,Lo's Wok,Markham
45414,-lZ9w5Hd5YlmqcTdnzztvA,Sheffield Spice & Tea Co,Las Vegas
45416,FItfCiIOqELKm8qhhqcN_Q,The Owl of Minerva,Oakville
45421,7jOPbfLlwjFgVFrGetZEUQ,IPho Vietnamese Cuisine,Toronto
45426,hHGj9ixCWXyBP61NBCKZCA,Dorsey BS Fish And Fixins,Glendale
45427,kPF5UL3q06nIrNcgFMra2Q,Bake Me A Cake,Charlotte
45430,FXt37UPKGGSUINae6NFWiw,Pastaggio,Whitchurch-Stouffville
45439,YyvpjiXO_lQuZxn6wqoPJw,"Ohya Sushi, Korean Grill & Bar",Phoenix
45442,GQRql4WEd_tdMXJDzb7WIA,McNultys Bier Markt,Cleveland
45445,-PiW_4YblATeoP7F8eOnGA,Waves Coffee House,Calgary
45446,UCnPW3drq6wzO7ovAfxqEA,Brick House Pizza Co.,Mississauga
45449,9x1bWbbSgFCMLJlJR8mezQ,La Gondola Pizzeria & Restaurant,Pittsburgh
45452,XeDtnkWNTd3oo75Vij96bQ,Haymaker,Charlotte
45454,RpOOtC0PM8w-1gAJI9k6mg,Cold Stone Creamery,Mesa
45459,9WMBTUjzDFZf2KcBqNc2xw,My Thai,Chesterland
45462,BaPKO2rV_uaOtRliKtaFcQ,Silver Mine Subs,Tempe
45463,uma0HNsysznSfPbQb2HD5g,Saigon Vietnamese Cuisine,Savoy
45470,wSE-e7FsISpnpF5sN8ZuaQ,Asia de Cuba,Scottsdale
45471,e3f5-nR7X0Nn8NOcqjHeOw,Freshii,Calgary
45475,0B3W6KxkD3o4W4l6cq735w,Big Smoke Burger,Toronto
45476,akBRGfRBDSFJ_koSZn-LVw,Mr Zagros,Vaughan
45477,hubbaEcYPYEZu5Ziz6i0lw,Mantra Masala,Las Vegas
45478,UdoRqx5AYhhGBH9GGtUZ7w,Jimmy John's,Scottsdale
45479,VXKIx4WUGw3jNad0BOcFYQ,DeMore's Pizzeria,Pittsburgh
45481,WcHMfQZzs3G5UVY_zBB2FA,Hop Hing Chinese Restaurant,Medina
45483,--cZ6Hhc9F7VkKXxHMVZSQ,Pio Pio,Charlotte
45484,_bpNAXZqG28e8XplS1wbpw,Central Taco,Phoenix
45485,Pnv-BffVgfQmXb8y_DEWMQ,Latitude 41n,Cleveland
45486,hUGsHeHHPfJ4gpj4LwHyXw,Classico Louie's Pizzeria,Toronto
45488,U9YrbQDfH8UVsv-hLVvwAQ,Constantino's On Cliffton,Cleveland
45497,zEd3Ex_k3vHiBbBPWRrO7Q,Panda Express,Las Vegas
45499,COszO5BlwqjRbZ_IUqExZg,Little Caesars,Cleveland
45501,UbL2j7VYnz8deaPUx4_Ljg,KFC,North Las Vegas
45503,qnBl58t8ISzjztfASiNf3A,Dunkin' Donuts,Pittsburgh
45506,0sXTnH_mpdsDer01sxLzvA,Misai Japanese,Calgary
45508,YVYHX7RCPjCBqEth2CS91Q,Brasserie 33,Pittsburgh
